Date,text,DataSource,Polarity,SentimentScore,Sentiment,match
01-11-2016 18:31,"b'@non_sequiturs start recording the programs listed during the timeframe for the World Series. Please note, this will mislabel and likely (3)'",SocialMedia,0,3,Neutral,FALSE
01-11-2016 18:31,"b'@non_sequiturs unable to have someone at home force a connection, the closest thing to setting up a manual via the app would be to (2)'",SocialMedia,-0.5,2,Negative,FALSE
01-11-2016 18:31,b'@non_sequiturs We did get an update that forcing a connection on the TiVo box should allow for it to show up in the guide. If you are (1)',SocialMedia,0,3,Neutral,FALSE
01-11-2016 18:25,"b'Three times the speed and three times the memory, at two-thirds the size. TheTiVo BOLT+ packs quite a punch:\xe2\x80\xa6 https://t.co/dTeDUIntAe'",SocailMedia,0,3,Neutral,FALSE
01-11-2016 17:54,"b""@MotownMama313 Hey Motownmama, we're sorry to hear this. Any change after forcing another connection? https://t.co/d219FPkURV""",SocialMedia,-0.5,2,Negative,FALSE
01-11-2016 17:53,"b'@HDinHB Hey Joe, apologies for the inconvenience. Is there any change after a forcing a connection? https://t.co/fNywuj5bKa'",SocialMedia,0,3,Neutral,FALSE
01-11-2016 17:52,"b'@non_sequiturs time, we do recommend making a manual recording to ensure you still capture it. Steps here: https://t.co/6n5twfixM4'",SocialMedia,0,3,Neutral,FALSE
01-11-2016 17:52,"b""@non_sequiturs Hey Valerie. We're sorry for the inconvenience. We are aware of the issue and are working on resolving it. In the mean (1)""",SocialMedia,-0.1875,2,Negative,FALSE
01-11-2016 17:50,"b""@Monaghan04 Hey Ang, we're sorry to hear this. How did you contact support? Do you have a case number? We'd like to look into this.""",SocialMedia,-0.5,2,Negative,FALSE
01-11-2016 17:28,"b'RT @COatParks: #Interoperability is key to unlocking the EU #smarthome, says @cndawesontv @tivoforbusiness: https://t.co/b68TvDp1Cr https:/\xe2\x80\xa6'",SocialMedia,0,3,Neutral,FALSE
01-11-2016 17:27,"b""#Streaming #music subscriptions are rising, but will #Amazon's service really catapult growth? https://t.co/zAB0maTn4o via @digitalmusicnws""",SocialMedia,0.2,3,Neutral,FALSE
01-11-2016 17:06,b'@PaulWorthington completely remove it from your account and then add it again followed by sending the authentication and pairing signals.',SocialMedia,0.1,3,Neutral,FALSE
01-11-2016 17:06,"b""@PaulWorthington Ah, okay. We can confirm that V58 is normally a CableCARD error. If you haven't, we'd recommend having Comcast (1)""",SocialMedia,0.325,4,Positive,FALSE
01-11-2016 16:58,b'@PaulWorthington Hey Paul. Your Premiere XL should be fine. Are you seeing any error messages or screens?',SocialMedia,0.416666667,4,Positive,FALSE
01-11-2016 16:41,b'@roybenyoseph when we have updates.',SocialMedia,0,3,Neutral,FALSE
01-11-2016 16:41,"b""@roybenyoseph Hey roybenyoseph. We are getting higher than normal reports of this, and are currently looking into it. We'll let you know (1)""",SocialMedia,0.133333333,3,Neutral,FALSE
01-11-2016 11:42,b'Ready for #CONNEU16? Get the schedule from @ParksAssociates &amp; see @cndawesontv at 15:15 on 3 Nov.\xe2\x80\xa6 https://t.co/OifmZeWgGc',SocialMedia,0.2,3,Neutral,FALSE
01-11-2016 03:00,b'@StevenJGrillo This is the coolest!',SocailMedia,0,3,Neutral,FALSE
01-11-2016 02:59,"b""Happy Halloween! Which TV family's house would be the best for #TrickOrTreating?""",SocailMedia,1,5,Very Positive,FALSE
01-11-2016 00:38,"b""@MonicaHargrove Yes, that's correct.""",SocialMedia,0,3,Neutral,FALSE
01-11-2016 00:03,"b'@MonicaHargrove Does your TiVo connect via Wifi? If so, have them set up the new one, and transfer via these steps: https://t.co/RKpJNzpKpt'",SocialMedia,0.136363636,3,Neutral,FALSE
31-10-2016 23:36,"b'@MonicaHargrove As long as the TiVo you are replacing still powers on, yes. You can find the steps here: https://t.co/KxZdl0jPk2'",SocialMedia,-0.05,2,Negative,FALSE
31-10-2016 23:30,b'@MonicaHargrove still powers on. Let us know if you have any additional questions.',SocialMedia,0,3,Neutral,FALSE
31-10-2016 23:30,"b""@MonicaHargrove Hey Monica. We're sorry to hear you're going to have to replace your TiVo. This should work as long as your current TiVo (1)""",SocialMedia,-0.183333333,2,Negative,FALSE
31-10-2016 22:30,"b""Tonight you'll find us streaming scary movies and overloading on candy. #HappyHalloween. https://t.co/PRf8DXosXd https://t.co/Lkjw5nVCuN""",SocailMedia,-0.5,2,Negative,FALSE
31-10-2016 22:17,b'We had a blast at #SFMusicTech earlier this month! Missed out? @cheriehu42 has a great recap on @Forbes: https://t.co/W69P8bcCqa.',SocialMedia,0.4,4,Positive,FALSE
31-10-2016 20:11,b'@TechEric Good job! https://t.co/n5Etm9E9vN',SocailMedia,0.875,5,Very Positive,FALSE
31-10-2016 20:00,"b'Happy birthday to the late John Candy! Can you finish his famous quote from ""Spaceballs""? https://t.co/EgLGVFaEeb'",SocailMedia,0.308333333,4,Positive,FALSE
31-10-2016 19:50,b'@whitedogtech replacement if the CableCARD does not respond to the signals being resent.',SocialMedia,0,3,Neutral,FALSE
31-10-2016 19:50,"b""@whitedogtech Usually it's just an occasional miscommunication between the CableCARD and their servers. You'd only have to look into (1)""",SocialMedia,-0.083333333,2,Negative,FALSE
31-10-2016 19:18,"b""@whitedogtech signals to your card. If the error persists after that, then we'd definitely recommend replacing the CableCARD.""",SocialMedia,0,3,Neutral,FALSE
31-10-2016 19:18,"b""@whitedogtech Hey Darth, we're sorry to hear that. We'd recommend having your cable provider resend the authentication and pairing (1)""",SocialMedia,-0.5,2,Negative,FALSE
31-10-2016 18:56,"b""@Dan_Solo_FTW Hey Dan, we're sorry to hear this. What did you need help with?""",SocialMedia,-0.5,2,Negative,FALSE
31-10-2016 18:54,"b""@zblackmon Hey Zach, we're sorry to hear this. We'd like to look further into this, could you please send us a DM with your case number?""",SocialMedia,-0.25,2,Negative,FALSE
31-10-2016 18:53,"b""@YoE3NA Thanks for that information. We'd like to look further into this. Could you please send us a DM with your phone number and email?""",SocialMedia,0.1,3,Neutral,FALSE
31-10-2016 18:40,b'@mikemarbach Hey Mike! Feel free to reach out to @TiVoSupport for answers to any product update questions. Thanks!',SocailMedia,0.325,4,Positive,FALSE
31-10-2016 18:39,b'@sherbekow Hi Jeff! @TiVoSupport can answer questions about replacing your Premiere. Thanks!',SocailMedia,0.25,4,Positive,FALSE
31-10-2016 18:37,b'@spanner74 Hi Hannah! Sorry to see you\xe2\x80\x99re having issues with recording. Feel free to reach out to @TiVoSupport for online assistance!',SocailMedia,0,3,Neutral,FALSE
31-10-2016 18:35,"b'@monicahargrove Hi Monica! Hopefully this solves your problem: https://t.co/wlDr2NOJEZ Otherwise, feel free to contact @TiVoSupport!'",SocailMedia,0.5,5,Very Positive,FALSE
31-10-2016 18:31,"b'@zblackmon Hey Zach, so sorry to see that you\xe2\x80\x99ve been having trouble with your device. @TiVoSupport is here to assist with any issues!'",SocailMedia,-0.375,2,Negative,FALSE
31-10-2016 18:30,b'If we have to choose...#HappyHalloween https://t.co/zGVcpzSN1B',SocailMedia,0,3,Neutral,FALSE
31-10-2016 18:29,"b'@greghendershott Hey Greg, sorry to see your device is acting up. @TiVoSupport can provide assistance if you\xe2\x80\x99re still experiencing issues.'",SocailMedia,-0.25,2,Negative,FALSE
31-10-2016 18:26,"b'@ktg_nyc Hey! So sorry to see you\xe2\x80\x99re having trouble with your device. If you reach out to @TiVoSupport, they can provide online assistance.'",SocailMedia,-0.35,2,Negative,FALSE
31-10-2016 18:25,"b'@dan_solo_ftw Hey Dan, so sorry you had trouble with phone support! You can always reach out to @TiVoSupport for online customer service.'",SocailMedia,-0.375,2,Negative,FALSE
31-10-2016 18:21,"b'@rustbeltrants Hi there! If you\xe2\x80\x99re still experiencing issues with apps, feel free to reach out to @TiVoSupport for assistance. Thanks!'",SocailMedia,0.325,4,Positive,FALSE
31-10-2016 17:46,"b'Did your ""Sixth Sense"" help you solve last week\'s #NameThatMovie? https://t.co/5LEkdP8GR7'",SocailMedia,0,3,Neutral,FALSE
31-10-2016 16:34,"b""Happy #Halloween! What Halloween movie are you watching tonight? We're turning on Young Frankenstein! https://t.co/xqMFdCEPRs""",SocialMedia,0.5625,5,Very Positive,FALSE
31-10-2016 14:23,b'@Paul_0808 Thanks for that info. Could you DM us so we could look into this further for you? Thanks in advance!',SocialMedia,0.15,3,Neutral,FALSE
31-10-2016 14:08,"b""@Paul_0808 Hi Paul! We're sorry to hear this. What troubleshooting steps have you completed so far?""",SocialMedia,-0.2,2,Negative,FALSE
31-10-2016 14:04,"b""@YoE3NA Hi E3NA! We're sorry to hear this. What troubleshooting steps have you completed so far?""",SocialMedia,-0.2,2,Negative,FALSE
31-10-2016 13:41,b'TiVo Renews Product and Intellectual Property Licenses with Panasonic: https://t.co/FneQihUOpV.',SocialMedia,0.3,4,Positive,FALSE
31-10-2016 13:40,"b'RT @OTTDAY: Don\xe2\x80\x99t miss the premium #OTT event #OTTDay in New York, Nov. 9th, a special event @NABShow NY. Request your ticket @ https://t.c\xe2\x80\xa6'",SocialMedia,0.246753247,3,Neutral,FALSE
30-10-2016 20:10,"b""@amarlinman Hey Roy! We apologize about the hold times. As you've noticed we're quite busy today! We appreciate your patience.""",SocialMedia,0.125,3,Neutral,FALSE
30-10-2016 20:08,"b""@travelingiraffe We're glad to hear it's working for you now! Let us know if you have any further questions.""",SocialMedia,0.3125,4,Positive,FALSE
30-10-2016 17:41,"b""@ktg_nyc Thanks for that info. We'd recommend giving our tech support team a call to go through further troubleshooting 877-367-8486""",SocialMedia,0.1,3,Neutral,FALSE
30-10-2016 16:41,"b'@JoeDollinger Hi Jmd! As we are experiencing a higher call volume at this time, we apologize for the hold time. We appreciate your patience.'",SocialMedia,0.25,4,Positive,FALSE
30-10-2016 16:28,"b'@ktg_nyc Hey Kate! No, TiVo cannot get a virus. How often are you noticing it restart?'",SocialMedia,0,3,Neutral,FALSE
30-10-2016 15:28,b'@travelingiraffe Nothing down on this end. Can you try forcing a connection as well as restarting your TiVo? https://t.co/oURuf6MP0S',SocialMedia,-0.155555556,2,Negative,FALSE
30-10-2016 15:27,"b""@ktg_nyc Hey Kate! That's very odd! Can you try forcing a connection to see if it connects successfully? https://t.co/8E5GOtwR5B""",SocialMedia,0.239583333,3,Neutral,FALSE
29-10-2016 22:36,b'@markbove We appreciate the feedback :)',SocialMedia,0.5,5,Very Positive,FALSE
29-10-2016 20:38,"b""@markbove Hey Dirt Dog! No word currently, however we'd recommend submitting a feature request to show interest! https://t.co/gIJcYng8J1""",SocialMedia,0,3,Neutral,FALSE
29-10-2016 17:13,"b""@jimclary Hey Jim! We appreciate that. We'd recommend submitting a lineup report for this.  https://t.co/qJF2yDM9QO""",SocialMedia,0,3,Neutral,FALSE
29-10-2016 00:35,"b""America's sweetheart Julia Roberts turns 49 today. Which of her films never gets old?""",SocailMedia,0.1,3,Neutral,FALSE
28-10-2016 23:00,"b'How well do you remember ""Donnie Darko"" 15 years after its release? Who said this quote? https://t.co/cegYp1LDJ9'",SocailMedia,0,3,Neutral,FALSE
28-10-2016 22:54,b'@timkessler1221 Please let us know if you continue to have problems with your Program Guide &amp; OnePass recordings. Thanks in advance! (4/4)',SocialMedia,0.25,4,Positive,FALSE
28-10-2016 22:53,b'@timkessler1221 force a connection - https://t.co/UOChifnQCQ - and for steps to powercycle - https://t.co/VilG6gBaHk - (3/4)',SocialMedia,0,3,Neutral,FALSE
28-10-2016 22:52,b'@timkessler1221 powercycling your TiVo box and making a final connection to the TiVo Service.  For steps on how to (2/4)',SocialMedia,0,3,Neutral,FALSE
28-10-2016 22:52,"b'@timkessler1221 Thanks for that info. We recommend connecting to the TiVo Service twice in a row, (1/4)'",SocialMedia,0.2,3,Neutral,FALSE
28-10-2016 21:00,"b""Happy #NationalChocolateDay! Even 3 days before Halloween, we can't say no to another excuse to get chocolate waste\xe2\x80\xa6 https://t.co/w5MOkBQNfC""",SocailMedia,0.475,4,Positive,FALSE
28-10-2016 19:33,"b'Boo! Get your fright on with some of our favorite #Halloween #TV shows &amp; #movies, ready for you in TiVo Central: https://t.co/x1uFKyaUY0.'",SocialMedia,0.233333333,3,Neutral,FALSE
28-10-2016 19:01,b'This week\xe2\x80\x99s #NameThatMovie has a twist you\xe2\x80\x99ll never forget. Can you guess it? https://t.co/9J6Hhzkd5d',SocailMedia,0,3,Neutral,FALSE
28-10-2016 18:07,b'@Gear85 force a connection - https://t.co/MU28LeZE5L - and for steps to powercycle - https://t.co/QNgh9kXvan - (3/4)',SocialMedia,0,3,Neutral,FALSE
28-10-2016 18:06,b'@Gear85 Please let us know if you continue to have problems with your Program Guide/Channel Info. Thanks in advance! (4/4)',SocialMedia,0.25,4,Positive,FALSE
28-10-2016 18:06,"b'@Gear85 Thanks for that info. We recommend connecting to the TiVo Service twice in a row, (1/4)'",SocialMedia,0.2,3,Neutral,FALSE
28-10-2016 18:06,b'@Gear85 powercycling your TiVo box and making a final connection to the TiVo Service. For steps on how to (2/4)',SocialMedia,0,3,Neutral,FALSE
28-10-2016 17:56,"b'@Gear85 Hi Ash! When you check the Channel List, are the channels in question checked? Steps found here: https://t.co/AL2uf3lFuf'",SocialMedia,0,3,Neutral,FALSE
28-10-2016 17:29,"b'@sarahbethmoon Hey Sarah, @TiVoSupport can give you a hand with apps and device capabilities. Thanks!'",SocailMedia,0.25,4,Positive,FALSE
28-10-2016 17:16,b'@waltzdj our Technical Support Team at 877-367-8486 regarding this matter. (2/2)',SocialMedia,0,3,Neutral,FALSE
28-10-2016 17:16,b'@waltzdj Hi Jason! We understand that this matter can be frustrating and appreciate your patience. We do again recommend contacting (1/2)',SocialMedia,-0.4,2,Negative,FALSE
28-10-2016 17:07,"b""We bring consumers closer to the #entertainment they love. Here's how we make it happen: https://t.co/jC2sjK2EJP.""",SocialMedia,0.5,5,Very Positive,FALSE
28-10-2016 16:45,"b'@waltzdj If you have any further questions or concerns, please let us know! (4/4)'",SocialMedia,0,3,Neutral,FALSE
28-10-2016 16:45,b'@waltzdj things further for you. A Technical Support Team member would be happy to assist you at 877-367-8486. (3/4)',SocialMedia,0.266666667,4,Positive,FALSE
28-10-2016 16:44,"b'@waltzdj issue for some customers. However, if you are still having problems with your Program Guide, we would be happy to look into (2/4)'",SocialMedia,0.8,5,Very Positive,FALSE
28-10-2016 16:44,b'@waltzdj Hi Jason! We appreciate your patience in this matter. We have found that connecting to the TiVo Service has resolved this (1/4)',SocialMedia,0,3,Neutral,FALSE
28-10-2016 15:43,b'@jedware Please let us know if you continue to have difficulty with OnePass recordings. Thanks in advance! (4/4)',SocialMedia,0.25,4,Positive,FALSE
28-10-2016 15:42,b'@jedware force a connection - https://t.co/kLLd7WZHCv - and for steps to powercycle - https://t.co/R3hXkrrtdj - (3/4)',SocialMedia,0,3,Neutral,FALSE
28-10-2016 15:40,b'@jedware powercycling your TiVo box and making a final connection to the TiVo Service. For steps on how to (2/4)',SocialMedia,0,3,Neutral,FALSE
28-10-2016 15:40,"b'@jedware Thanks for that info. We recommend connecting to the TiVo Service twice in a row, (1/4)'",SocialMedia,0.2,3,Neutral,FALSE
28-10-2016 15:25,"b'@jedware Thanks for that info. When you check your ""To Do List"" do you see the program\'s upcoming episodes? Thanks in advance!'",SocialMedia,0.225,3,Neutral,FALSE
28-10-2016 14:55,b'@slex23 Thanks for that info. Can you DM us so that we could look into this further for you? Thanks in advance!',SocialMedia,0.15,3,Neutral,FALSE
28-10-2016 14:52,"b'@superfell troublshooting and the problem persists, please file a report here - https://t.co/XDwGSKVDIo - (2/2)'",SocialMedia,0,3,Neutral,FALSE
28-10-2016 14:52,"b'@superfell Thanks for that info. Please try troubleshooting steps for ""To Be Announced"" - https://t.co/70PGX3xfff - If after  (1/2)'",SocialMedia,0.2,3,Neutral,FALSE
28-10-2016 14:43,b'Nearly half of #millennials feel extremely frustrated when they cannot easily find and access the programs they wan\xe2\x80\xa6 https://t.co/MR8lKm1qNj',SocialMedia,-0.144444444,2,Negative,FALSE
28-10-2016 14:39,"b'@jedware Thanks for that info. If you check in your Recording History, do you see the program listed? https://t.co/qEg1hXTtQ1'",SocialMedia,0.2,3,Neutral,FALSE
28-10-2016 14:35,"b'@lynnl999 Hi Lynn! Sorry to hear this, some troubleshooting steps to try can be found here: https://t.co/UA7lg5keSX'",SocialMedia,-0.5,2,Negative,FALSE
28-10-2016 14:34,"b'@timkessler1221 Hi Tim! Sorry to hear this. When you check the Program Guide information, is it showing correctly?'",SocialMedia,-0.5,2,Negative,FALSE
28-10-2016 14:33,b'@MrLaferriere We recommend submitting a report at this time. You can do so here: https://t.co/HVQn7uMrjU',SocialMedia,0,3,Neutral,FALSE
28-10-2016 14:28,"b'@tonkinite Thanks for that info. If you uninstall and reinstall the App, do you get the same result? Thanks in advance!'",SocialMedia,0.15,3,Neutral,FALSE
28-10-2016 14:23,b'@MrLaferriere Hi Jeff! We recommend connecting to the TiVo Service - https://t.co/tIqiha8oKu - Let us know the results. Thanks in advance!',SocialMedia,0.25,4,Positive,FALSE
28-10-2016 14:15,b'@superfell Hi Simon! Sorry to hear this. Some troubleshooting steps to try can be found here: https://t.co/lnC2TdANIh',SocialMedia,-0.5,2,Negative,FALSE
28-10-2016 14:11,"b""@jedware Hi JedWare! We're sorry to hear this. When you check the Program Guide information, is it correct?""",SocialMedia,-0.5,2,Negative,FALSE
28-10-2016 14:07,"b'@slex23 Thank you for that info. If you powercycle your TiVo BOLT, do you still get this error? https://t.co/2gxuMn79Ek'",SocialMedia,0,3,Neutral,FALSE
28-10-2016 00:55,"b'@slex23 Thanks for that info. Was it working correctly before, or have you always received this error?'",SocialMedia,0.2,3,Neutral,FALSE
28-10-2016 00:42,b'This Monty Python co-founder turns 77 today. Can you unscramble the letters to find out who it is? https://t.co/z5NTava3ji',SocailMedia,0,3,Neutral,FALSE
28-10-2016 00:31,"b'@dennisupdike Glad to hear it! Please let us know if you have any other questions or concerns, Dennis!'",SocialMedia,0.234375,3,Neutral,FALSE
28-10-2016 00:31,"b""@slex23 Hey Alexis! Sorry to hear you're having trouble! Can you please let us know what's not working correctly for you?""",SocialMedia,-0.375,2,Negative,FALSE
27-10-2016 22:36,"b'@dennisupdike labeled as ""Manual: _______"" to differentiate from your OnePasses. Let us know if you have any additional questions!'",SocialMedia,0,3,Neutral,FALSE
27-10-2016 22:36,"b'@dennisupdike Hey Dennis! You should see repeat Manual Recordings under the OnePass list, and can cancel they from there. They should be (1)'",SocialMedia,0,3,Neutral,FALSE
27-10-2016 22:22,"b'Why isn\'t #cordcutting growing more quickly? Many view cancelling their #payTV subscription as a ""hassle."" https://t.co/rEIW188yDz'",SocialMedia,0.5,5,Very Positive,FALSE
27-10-2016 22:15,b'Have a hunger for free TV stations? Take a bite out of TiVo Roamio OTA DVR: https://t.co/cs4fB1h4ec https://t.co/RCIslXSAvP',SocailMedia,0.4,4,Positive,FALSE
27-10-2016 21:37,"b""Do you know who's behind your favorite TV shows? Meet the most powerful showrunners of the shows you love: https://t.co/Qwxyc1XU0c""",SocailMedia,0.28,4,Positive,FALSE
27-10-2016 19:20,b'RT @vodprofessional: Majority of #OTT video consumption is now on internet-connected TVs https://t.co/xuB0nPqzXh via @ParksAssociates https\xe2\x80\xa6',SocialMedia,0,3,Neutral,FALSE
27-10-2016 18:33,b'@sct_esq  https://t.co/tjnGfOeAiL',SocailMedia,0,3,Neutral,FALSE
27-10-2016 18:31,"b'Small, but mighty. TiVo Mini is a TV-watching powerhouse. https://t.co/C5cy5C3qWZ https://t.co/vJLxpzCzKn'",SocailMedia,0.075,3,Neutral,FALSE
27-10-2016 18:31,"b""@godlessglen Hey Glen, we're sorry to hear that. Do you experience the same issues in other applications? Or just YouTube?""",SocialMedia,-0.208333333,2,Negative,FALSE
27-10-2016 18:25,b'@tonkinite Steps to powercycle: https://t.co/xkiUQp12BV - (2/2)',SocialMedia,0,3,Neutral,FALSE
27-10-2016 18:25,"b'@tonkinite Thanks for that info. If you powercycle your Home Network, TiVo box and mobile device, do you get the same result? (1/2)'",SocialMedia,0.1,3,Neutral,FALSE
27-10-2016 17:58,"b'@savinfamlymoney Hey Karen, sorry to see you\xe2\x80\x99re having issues with your device. @TiVoSupport can assist you with the problem!'",SocailMedia,-0.625,1,Very Negative,FALSE
27-10-2016 17:56,"b'@godlessglen Hey Glen, sorry you\xe2\x80\x99re having trouble with the YouTube app. @TiVoSupport can provide assistance with the issue!'",SocailMedia,-0.375,2,Negative,FALSE
27-10-2016 16:42,"b""@Crowesq Hey Mister Crow, thanks for sharing that information with us! Glad to hear it's working properly for you again.""",SocialMedia,0.25,4,Positive,FALSE
27-10-2016 15:39,"b'@reidhopkins Thanks for that info Reid. At this time, we recommend canceling the OnePass. Please let us know if it returns.'",SocialMedia,0.2,3,Neutral,FALSE
27-10-2016 15:14,"b'If #primetime is the best time to watch video, why are completion rates so low? @nscreenmedia discloses why: https://t.co/JdQRgUxmdm.'",SocialMedia,0.5,5,Very Positive,FALSE
27-10-2016 14:41,b'@reidhopkins Thanks for that info. Could you verify if a OnePass was created for the recorded programs? Thanks in advance!',SocialMedia,0.225,3,Neutral,FALSE
27-10-2016 14:38,b'@justinmcrane Hi Justin! Sorry to hear this. Could you DM us your account info (email&amp;phone#) so we could look into it further for you?',SocialMedia,-0.25,2,Negative,FALSE
27-10-2016 14:30,"b""@nevertrumpd Hi A Patel! We're sorry to hear this. Could you DM us your account info (email&amp;phone#) so that we could look into this for you?""",SocialMedia,-0.5,2,Negative,FALSE
27-10-2016 14:23,"b'@waltzdj If after completing the troubleshooting steps, you continue to experience problems with your Guide, please let us know! (2/2)'",SocialMedia,0,3,Neutral,FALSE
27-10-2016 14:21,b'@waltzdj Hi Jason! Sorry to hear this. Some troubleshooting steps for you to try can be found here: https://t.co/K86MULmDfV - (1/2)',SocialMedia,-0.5,2,Negative,FALSE
27-10-2016 14:17,b'@FunkenDrucker Hi Brian! Sorry to hear this. Could you DM us your account info (email&amp;phone#) so that we could look into this further?',SocialMedia,-0.25,2,Negative,FALSE
27-10-2016 14:16,b'@tonkinite Hi Tonkinite! Sorry to hear this. What troubleshooting steps have you completed so far?',SocialMedia,-0.2,2,Negative,FALSE
27-10-2016 14:15,"b'@reidhopkins My Shows or in a folder titled ""TiVo Suggestions""? (2/2)'",SocialMedia,0,3,Neutral,FALSE
27-10-2016 14:14,b'@reidhopkins Hi Reid! Sorry to hear this. Are the recorded programs showing in their own folder under (1/2)',SocialMedia,0.05,3,Neutral,FALSE
27-10-2016 11:32,b'Catch @cndawesontv speaking on personalizing the user experience in one week at #CONNEU16! https://t.co/I2FhwlcPVJ https://t.co/wxLSlyiOyU',SocialMedia,0,3,Neutral,FALSE
27-10-2016 01:10,"b""Happy Birthday, Seth McFarlane! What is your favorite of the animator's many series?""",SocailMedia,0.666666667,5,Very Positive,FALSE
27-10-2016 00:50,"b'@nevertrumpd  If you continue to not see the logos, we recommend submitting a report here: https://t.co/AUVSBUZLPg (2/2)'",SocialMedia,0,3,Neutral,FALSE
27-10-2016 00:49,"b'@nevertrumpd Hi A Patel! Sorry to hear this. We recommend connecting to the TiVo Service, steps here: https://t.co/aKnIevV8gN - (1/2)'",SocialMedia,-0.5,2,Negative,FALSE
27-10-2016 00:35,b'#WheelofFortune host Pat Sajak celebrates his birthday today. Can you finish the puzzle? https://t.co/F4t1spNrMz',SocailMedia,0,3,Neutral,FALSE
26-10-2016 23:17,"b""@sonjashining We're glad to hear it! Please let us know if you have any further questions or concerns!""",SocialMedia,0.3125,4,Positive,FALSE
26-10-2016 23:06,"b'@sonjashining Thank you for that info Sonja. At this time, we recommend contacting our Technical Support Team at 877-367-8486.'",SocialMedia,0,3,Neutral,FALSE
26-10-2016 22:36,b'Tonight\xe2\x80\x99s #WorldSeries game has been moved to 7:08pm ET due to bad weather! Better schedule a recording on that cha\xe2\x80\xa6 https://t.co/Pxj5FjtPqD',SocailMedia,-0.225,2,Negative,FALSE
26-10-2016 21:50,"b""@steveferrigan Hey Steve. We'd recommend contacting our Tech Support team at 877-367-8486 to troubleshoot.""",SocialMedia,0,3,Neutral,FALSE
26-10-2016 21:21,"b'#Millennials spend way more time searching, viewing and streaming video content than previous generations.\xe2\x80\xa6 https://t.co/tCJawxH6Tz'",SocialMedia,0.166666667,3,Neutral,FALSE
26-10-2016 21:00,"b'From massive storage space to your streaming apps, TiVo Bolt+ is your one-stop entertainment shop:\xe2\x80\xa6 https://t.co/UdPtjtLvLm'",SocailMedia,0,3,Neutral,FALSE
26-10-2016 19:35,"b'RT @thebauminator: Sling TV, Showtime, CBS All Access Gain #OTT Ground...Netflix still reigns, @ParksAssociates says https://t.co/pHqvchzRck'",SocialMedia,0,3,Neutral,FALSE
26-10-2016 19:01,b'@jwolfpdx Glad to hear it is working again for you John! Please let us know if the message returns.',SocialMedia,0.625,5,Very Positive,FALSE
26-10-2016 18:35,b'@jwolfpdx Hi John! Sorry to hear this is happening for you. What troubleshooting steps have you completed so far?',SocialMedia,-0.2,2,Negative,FALSE
26-10-2016 18:34,"b""@sonjashining Hi Sonja! We're sorry to hear this. Some troubleshooting steps to try can be found here: https://t.co/V6oNewpuV3""",SocialMedia,-0.5,2,Negative,FALSE
26-10-2016 18:25,"b'""The Terminator"" blasted onto screens today in 1984. Get the lowdown on cool film facts: https://t.co/cKgyUoeBuC'",SocailMedia,-0.125,2,Negative,FALSE
26-10-2016 17:43,"b""Who is investing the most in programming? It's not linear broadcasters like CBS &amp; HBO, reports @thebauminator: https://t.co/x2Kh6Q2OEs.""",SocialMedia,0.5,5,Very Positive,FALSE
26-10-2016 17:35,"b'@sonjashining Hey Sonja, so sorry to see you\xe2\x80\x99re experiencing issues with recording. @TiVoSupport can provide assistance with the problem.'",SocailMedia,-0.5,2,Negative,FALSE
26-10-2016 16:15,b'@GJamesBerigan found here: https://t.co/7b8R6ynV2l - Please let us know the results. Thanks in advance! (2/2)',SocialMedia,0.25,4,Positive,FALSE
26-10-2016 16:15,b'@GJamesBerigan Thanks for that info. Some troubleshooting steps for you to try can be (1/2)',SocialMedia,0.2,3,Neutral,FALSE
26-10-2016 16:11,b'@TheJaseYANG https://t.co/nA9Fb2TFq4',SocailMedia,0,3,Neutral,FALSE
26-10-2016 14:50,b'@mjmckay The App however lets you set up to record individual episodes but not manual recordings. https://t.co/vwijRnuVzs',SocialMedia,0,3,Neutral,FALSE
26-10-2016 14:48,b'@mjmckay Hi Mike. To set up a manual recording you will need to go through TiVo Central on your TiVo box. https://t.co/I2l3OppQK0 - (1/2)',SocialMedia,0,3,Neutral,FALSE
26-10-2016 14:42,b'@Sethersk82 Hi Dot Gov! Sorry to hear this. Could you DM us your account info (email&amp;phone#) so that we could look into this further?',SocialMedia,-0.25,2,Negative,FALSE
26-10-2016 14:38,"b'@GJamesBerigan Hi I, Nobody! Sorry to hear this is happening for you. What troubleshooting steps have you completed so far?'",SocialMedia,-0.2,2,Negative,FALSE
26-10-2016 14:36,"b'@mjmckay Hi Mike! You can setup individual episodes to record by selecting ""Upcoming"" followed by the episode. Click ""Get Show"" to record.'",SocialMedia,0,3,Neutral,FALSE
26-10-2016 14:17,"b""Enjoy live video on #Facebook? Soon you'll be able to stream it to your #TV with Chromecast or Apple TV: https://t.co/GDz8ceSYGm.""",SocialMedia,0.345454545,4,Positive,FALSE
26-10-2016 02:28,"b'This ""Halloween"" classic was released in 1978. Do you remember the name of the murderer? https://t.co/BgLYfyMVik'",SocailMedia,0.166666667,3,Neutral,FALSE
26-10-2016 02:27,b'@RealScienceLW https://t.co/qdIbcuOtZH',SocailMedia,0,3,Neutral,FALSE
26-10-2016 02:26,b'@dwblessed8 https://t.co/ZdUdgBnbBB',SocailMedia,0,3,Neutral,FALSE
26-10-2016 01:05,"b""@mjmckay We've passed along the info to be researched. In the meantime we'd advise setting manual recordings to be on the safe side.""",SocialMedia,0.5,5,Very Positive,FALSE
