Date,text,DataSource,Polarity,SentimentScore,Sentiment,Feature
"September 16, 2017","So far, so good.	Still pretty new to it, but I do love the multiple tuners and the Skip Mode. Haven't tried Quick Mode yet--seems odd, but I'll wait to pass judgement. Also like the Netflix/Amazon/etc interface.I upgraded from a Series 3, so some of the took some getting used to, but I'm getting the hang of it pretty quickly.",Amazon,0.45,4,Positive,Commerical Skip
"January 11, 2016","Upgraded to Tivo Bolt..LOVE IT	Replaced my original TIVO with the Tivo Bolt after I received it as a Christmas gift. I love that I can record more shows while watching another show than I could previously. I have also really liked the skip and the Quick Mode features with the Bolt.  The remote has a fast learning curve that was a nice surprise for a remote novice. My only issue was the initial set up with my cable provider, they weren't very educated on troubleshooting set up issues.",Amazon,0.325,4,Positive,Commerical Skip
"March 7, 2016","Recommended but could be better.	I bought this for my mom so I'm not the primary user but here's my experience in getting the unit setup.No installation instructions were included and the online user manual was not very informative so I had to contact customer service a few times.  Customer service was very easy to access and helpful.  I was especially surprised that the agents appeared to be US based.TIVO Bolt makes a big deal about the commercial skip button.  It ends up that this function is only available on certain shows - maybe 10% or so of total programming.My mom does like the fact that she can access Netflix and Hulu via Bolt.The remote has the selector buttons near the top when it's more natural that those primary buttons should be positioned in the middle of the remote.  The video control buttons are located in the center.Overall, the product does seem to be a good DVR solution for cord cutters.",Amazon,0.325,4,Positive,Commerical Skip
"November 7, 2015","Fire your cable company	Was a little rocky to start with app issues.  Trouble activating etc.  tech support is pretty weak. But once I got everything working, it is awesome!! Love the commercial skip, jump 30 seconds forward, 15 back.  Integrates well with Netflix, and Amazon. Wish it had Hulu.",Amazon,0.325,4,Positive,Commerical Skip
"April 22, 2017","Big upgrade for my Tivo	Love the skip mode feature.Missing the Kids Zone.The UI is very clean and easy to navigate.Fast response to commandsI like the RF remote too.",Amazon,0.325,4,Positive,Commerical Skip
"January 29, 2016","Keep getting better	I love being able to skip commercials.  Love being able to record 4 shows.  Much faster connecting to Netflix than my premier.  Still adjusting to new remote.  Does seem a little buggy at times.",Amazon,0.325,4,Positive,Commerical Skip
"January 17, 2016","My TIVO BOLT	I am a 10 Year TiVo customer - The Bolt works great and the SKIP feature works great when it is available , which is probably 75% of the time for the shows I watch.  I would say it is an improvement and is an upgrade over my TiVo premiere.  My WISH LIST  It would be nice if the BOLT  had a good video processor that could up convert everything to 4k resolution (Automatic)  for the customers that have a 4k TV instead of just pass thru -  With the cost of Hard Drives now you should be able to offer the BOLT with more options up to a 2k or 3k HD - Definitely need to offer the BOLT in Black -  My white Bolt is in a dedicated HT Room that is completely Dark -  The white color really stands out Need Black.  Need the Tivo app for Windows phones",Amazon,0.325,4,Positive,Commerical Skip
"January 10, 2016","TIVO Bolt is well ahead of the competitors on the scale of who provides the best DVR.	Skip mode is great and very impressive.  The ability to get episodes through TV and streaming is great as well, but one of my favorite items is the free TIVO app which let's me stream TV to a device and set anything to record from anywhere.",Amazon,0.325,4,Positive,Commerical Skip
"January 2, 2016","Tivo Bolt Rocks...BUT...Not all services are functioning!	The skip mode is the greatest feature...love it! The quick mode is a cool handy feature. I'm disappointed that there is still no access to Hulu Plus or Cox On demand services. Get those on the Tivo Bolt and I would rate it 5 stars",Amazon,0.325,4,Positive,Commerical Skip
"December 21, 2015","nearly perfect device	fast, easy interface. skip commercial button is GREAT!just wish it would have 2 inputs (cable and antenna). replacing Dish Network with Verizon FiOS and Dish has 2 inputs. please add and then it would be PERFECT!",Amazon,0.325,4,Positive,Commerical Skip
"December 30, 2015","Awesome system minus lack of Hulu	Bolt is much faster and more responsive than my Roamio DVR's.  Commercial skip and Quick Mode are very useful features.  Only downfall is I haven't been able to get Hulu even though is was suppose to be added Dec 16",Amazon,0.325,4,Positive,Commerical Skip
"January 28, 2016","Conflicted	Great features, but the one drawback is that I cannot get my on demand features from Optimum now.  May be a deal breaker.  Every time we skip a commercial I yell out ""Fantastic""",Amazon,0.325,4,Positive,Commerical Skip
"January 24, 2016","Very disappointed in QuickMode	Very disappointed in QuickMode. It should not require two buttons to turn it on and off. SkipMode is a great feature(because of the one button capability).",Amazon,0.325,4,Positive,Commerical Skip
"November 27, 2015","Fast TiVo	The product is fast, easy to setup. I love SkipMode and QuickMode is good to sporting events.I miss not having Hulu. Please add soon.",Amazon,0.325,4,Positive,Commerical Skip
"November 5, 2015","Pros and Cons on Bolt	The features are great. I like being able to view my shows from the premier unit upstairs without having to transfer them down to the bolt. I also love the skip feature the best.My negative comment is that I still cannot hook up my extender because of an interface cable incompatibility problem. I trust TiVo will resolve it soon because I have limited storage and do not wish to miss a show or game because there is not enough disc space.",Amazon,0.325,4,Positive,Commerical Skip
"November 12, 2015","Best Tivo Yet, but needs Hulu	Skip mode is incredible.  The only thing missing is not having an app for Hulu.",Amazon,0.325,4,Positive,Commerical Skip
"January 6, 2016","Faster than my Premiere XL4	The stuff I don't like:  > It's ugly - I can live with the weird shape, but black should be an option.  > It only records 4 things at one time.  > The HD is small. You need to add addition storage (either internal, external, or both). The internal HD is 2.5"" (which limits your internal upgrade options)  > It runs pretty warm - I put a laptop cooling pad between the Tivo and cable card box to increase the ventilation.  > Adding series from streaming like Netflix and Hulu to My Shows doesn't work that well. I can add the shows, but starting the show from My Shows sometimes works and sometimes doesn't. It's still easier to go directly to Netflix or Hulu.The stuff I have mixed feelings about  > The commercial skip is cool, but it is only on a limited number",Amazon,0.212,3,Neutral,Commerical Skip
"January 6, 2016","Nice features - ""lifetime"" subscription is too expensive!	Better than the ""Premier"" that I had - especially the ability to skip all commercials on newer shows.BUT, the lifetime subscription at $600 is overpriced in my opinion.  I have learned that these units last about 2-3 years before requiring some kind of service, usually a disk replacement or worse.  The service subscription ends when the unit dies and cannot be transferred to another unit - so you have to either fix the unit you have or start all over again.  I think I'll wait to see what the options are after 1 year.  There may be other choices at that point - even from other vendors.  If it were cheaper than $600, maybe, but not at that price!",Amazon,0.212,3,Neutral,Commerical Skip
"November 18, 2015","Sound skips	this is my first TiVo experience, so didn't really know what to expect for performance. The controls are well laid out and operation is easy and straight-forward. The picture is great. The sound is not. There is a consistent period of time when the sound will skip. Whether it's every 2 min, every 5 min, or whatever; when watching a show, just when that important word in a dialog comes up, it's not there. It's not the speed of the net, just something about how this box works. Frustrating, but not a deal breaker.",Amazon,0.212,3,Neutral,Commerical Skip
"April 23, 2016","Meh	Un-boxing was good,  easy hook up,  and set up.On the Tivo side of things,  its the same great experience we've all come to expect: search,  schedule,  record (only 4 tuners :_(  ) watch,  and skip.  Not impressed at all w/ it's streaming options.  I called to inquire about when streaming apps from the rest of the content providers,  and services would be available,  and they actually just played dumb ""oh really,  you can get HBO Now now without a cable subscription, Starz has original shows?,  PBS has a streaming app??  etc. etc. LamePlan on having to get a roku 4 on top of the bolt.Or rather under it.  The"" highly-original"" design of the bolt does not allow for component stacking.If roku makes good on introducing a roku w/ tuner capabilities,  I will throw this thing out the",Amazon,0.212,3,Neutral,Commerical Skip
"January 2, 2016","Skip commercial feature not *quite* as advertised	We have the Roamio but wanted the Bolt so we could skip commercials with the press of a button. What they don't tell you is this feature is very, very limited. It only works with new shows and only those that have been coded for this feature If you don't have a tivo already, you'll love the Bolt. If you, like me, wanted a new Tivo so you skip the commercials, you might be disappointed too. Undecided as to whether we'll keep the Bolt or send it back.",Amazon,0.212,3,Neutral,Commerical Skip
"January 11, 2016","TiVo Bolt smooth and simple as always, BUT...	As a LONG time TiVo using family, the new Bolt brings almost everything we expected, with one glaring exception. The rf remote is great, allowing for placement of the box out of sight, even though it is very nicely designed.  Having skipped from a System 3 to the Bolt, the changes to the UI presented somewhat of a learning curve, but that has mainly been overcome.  BUT, the removal of the capability of transferring directly from our TiVo to a desktop Mac, via our inhouse wireless network, has us strongly considering the wisdom of our change. NO WHERE in any of the information provided, online or in the manual(?), does it say anything about the elimination of this very useful capability.  I understand copyright law, but this has nothing",Amazon,0.212,3,Neutral,Commerical Skip
"November 7, 2015","It had one job and it didn't shine.	Going from no DVR to a TiVo Bolt is quite a step forward. Recording, fast forwarding, rewinding, and pausing a show is what TV should already be. Why do I need to pay my cable company $15 a month for those features? Well, I'm technically paying TiVo that too. That's the biggest downfall of TiVo. It's very hard to argue it's worth without buying t<U+200B>heir very expensive lifetime service.As far as the box and its features, commercial skip is great. Navigating is actually more difficult than my old Verizon box. The suggestions that record automatically is nice but the box definitely has no clue who I am and seems to have no idea what shows should probably never be recorded for anyone unless requested (e.g. the daily news shows).The app is nice",Amazon,0.212,3,Neutral,Commerical Skip
"June 5, 2016","Fool me once ....	I have been a Tivo Customer since the beginning of the Tivo brand. I have a Roamio which I was happy with except that it only had limited skip for commercials. Tivo marketed Bolt as skipping certain content (commercials); however, after installing the Bolt it performs no better than the Roamio. I wasted money buying the Bolt. Now that Tivo as a company has been sold and because of the false marketing, I have to start looking for a replacement device to buy over the next year. I do not like being fooled even once.Note that I purchased through Tivo. I have been an Amazon customer since 1996.",Amazon,0.212,3,Neutral,Commerical Skip
"January 9, 2016","Ok, But not a big Upgrade to the Roamio	Works great, but not a drastic upgrade to the Roamio, which I had before.  Shape is strange and not conducive to stacking and placing in a cabinet.  Its RF so it can be behind a door, so I don't get the shape at all.  Still no control for your receiver, like a basic on and off button.  So you still need your receiver remote laying on the table.  Quick mode is nice, but that's also available on the Roamio.  Commercial skipping is ok, but doesn't work on all programs.  Don't use the streaming feature much, so not a big selling point with me.  Had a lot of difficulty setting up my TiVo Mini's.  Got 2 of the 3 working, still haven't figured out why the 3rd won't work.",Amazon,0.18,3,Neutral,Commerical Skip
"November 13, 2015","Great product.	Great product... lousy documentation12345Skip doesn't work with tivo-delayed shows such as live football played back 2 hours later. Supposedly Tivo video can be downloaded to a tablet but there are no instructions for doing so. Biggest problem with the Bolt is lack of documentation. Searched online. Even the Guide has many incomplete sections such as video on demand and more...blank. Nothing about how to stream from websites like fox news. This is my 3rd Tivo in 10 years. Too bad it won't work with Direct TV or Dish any more. That is a mistake.",Amazon,0.18,3,Neutral,Commerical Skip
"November 7, 2015","ON DEMAND is not supported	The bolt works great. I especially liked the features to skip commercials and to view shows you taped remotely. WARNING: You will loose the ON DEMAND service from your cable company. The unit is compatible with ON DEMAND offered by only 2 cable providers in the United States. I live in the NY City area and all 4 of the regional providers requires you to get equipment from them to use the ON DEMAND feature. If your cable provider is one of the 2 that are supported (call TIVO to get that info) then I would have rated it 5 stars. TIVO knows that this is a problem but there is nothing in the descriptions Amazon has nor on the TIVO site that give you any warning.",Amazon,-0.45,2,Negative,Commerical Skip
"October 26, 2015","I have been scammed	So far I am very disappointed. I haven't found a single program where I could skip the ads. The remote is of very poor quality. I still need two remotes to turn off the TV and the A/V receiver. Worst, only when I called to activate did I find out that I was being cheated (yes, cheated) out of the subscription time left on the Tivo box I was replacing.Overall I feel I have been scammed.— DO'S",Amazon,-0.325,2,Negative,Commerical Skip
"October 12, 2015","TiVo Bolt is a step backward from Roamio Plus & Pro	TiVo's new Bolt is a step backward, not forward, from Roamio. I became a customer primarily because of the 6-tuner Roamio's. More and more cable tv shows now are extending the show's run time by an extra two to five minutes, overlapping into times of shows on other channels.  This was almost never a big deal with six tuners, but with only four, recordings are more likely to get chopped off or missed entirely.The new Bolt skip-forward feature is very underwhelming.  It's only available on select shows and times each day, and even then there's sometimes a delay after the show finishes before the skip updates are added to the recordings.The new Bolt box shape and color is unattractive and also makes it difficult to stack with other entertainment center equipment because nothing can sit on top of it any more. I also really miss the lights on the front that showed not just when at least one show was recording but how many shows, as the Roamio did. There's now just one recording light with the Bolt. Also on the Roamio boxes when you were transferring a show from another box or device there was a blue light that indicated the transfer in progress. That too is gone and they just use the multi-purpose yellow light now. Certainly nothing huge, but one",Amazon,-0.325,2,Negative,Commerical Skip
"October 24, 2015","not worth it	have difficulties getting the streaming video apps to display audio and video correctly.  the commercial skipping feature is not available on that many shows.  overall not impressed.",Amazon,-0.72,1,Very Negative,Commerical Skip
"May 17, 2017","VERY VERY disappointed in the TiVo company	A review of this box I read recently said the author had mixed emotions writing his two star review. The same can be said of me, but in my case it's one star.The box is great when it works, which it did for almost 16 months. The interface is acceptable, the recording is fine, four tuners are useful, the ad-skipping is lovely.BUT, a couple of months ago, we started getting intervals of darkness during both live and recorded programs. Reading indicated it might be a bad drive. I had replaced the 500GB drive with a 2TB one and spent over a month with trouble-shooting, changing cables, changing drives (restored the essentially unused original hard drive). Unfortunately, the problem returned after each change. So I called Tivo. They asked me to do some trouble-shooting I had already done, but I went along. Shortly we got to ""we will have to replace the box."" Which they are willing to do for $149. Mind you, I paid $299 for the box including a year's subscription. When I complained, they told me to consult WeakNees.com, a third party servicer. It t",Amazon,-0.72,1,Very Negative,Commerical Skip
"December 28, 2015","Not ready for prime time.	The Bolt is riddled with software bugs.  I purchased one locally in case I had to return it.  I am glad I did.  The new and heavily marketed Skipmode is a joke.  It only works if the channel the program is recorded from is supported by TiVo and the list of channels is quite limited.  The apps seldom work right.  They constantly crash.  Plex is a big crasher.  The new Hulu app that was announced on Dec. 15 will not download and install.  I would give TiVo six months or so to get some of the bugs out so you don't end up feeling like you got ripped off.",Amazon,-0.902,1,Very Negative,Commerical Skip
"January 8, 2016","Caution, this review was written by a trusting fool who should have known better.	The commercial-skip function applies to only 20 prime-time shows. A committee made up of a handful of TiVo employees watches the first run of these shows, it times the beginning and duration of each commercial, then it sends this low-tech information to all the Bolt boxes, maybe. ""Skip"" shows are said to be marked with a special symbol for easy identification.They are not. After about 72 hours, I have been unable even to detect a single commercial-skipping show, much less actually skip commercials. The old, annoying, hit-or-miss skip methods work, but not any better than on pre-Bolt machines.The shows selected are chosen solely on the basis of popularity. If you have more taste than a prime-time TV lover (i.e any taste in entertainment at all) you're outa luck. If not, this may be the appliance of your dreams.As a corporation, TiVo's not all bad. Like a blind pig that manages to find an acorn once in a while, they have a few ethical behaviors that can be ascribed to unavoidable chance. However, truth el",Amazon,-0.902,1,Very Negative,Commerical Skip
19-04-2017 15:15,b'TiVo: Enabling you to skip all those pesky commercial breaks during primetime shows since 1999. https://t.co/O1MALSimZE',SocialMedia,0,3,Neutral,Commerical Skip
19-04-2017 00:54,b'@DrKoob Thank you for inquiring. You can find more info about SkipMode here: https://t.co/kZcEcYAKgQ',SocialMedia,0.5,5,Very Positive,Commerical Skip
17-04-2017 21:47,"b""@Hamburglarxyz Hey Hamburglar. SkipMode isn't available for all programs currently, but we are working on adding it to more programs.""",SocialMedia,0.3,4,Positive,Commerical Skip
04-12-2017,b'@MJBpup Thanks for the update. We are glad that SkipMode is working now.',SocialMedia,0.35,4,Positive,Commerical Skip
04-12-2017,b'@MJBpup Sorry that you are having problems with the SkipMode feature. Are you receiving an error message?',SocialMedia,-0.5,2,Negative,Commerical Skip
04-05-2017,b'Nothing comes between you and the shows you love with #SkipMode. https://t.co/M4lafdrtDO',SocialMedia,0.5,5,Very Positive,Commerical Skip
24-03-2017 00:52,"b""With OnePass, OneSearch, QuickMode and SkipMode, the TiVo Bolt+ is the only box you'll need: https://t.co/eGSmmjLLLh""",SocialMedia,0,3,Neutral,Commerical Skip
19-03-2017 23:09,"b'@godofpathos Hey Rahul! If you check upcoming, is this the only episode being skipped? Any changes if you cancel and recreate the OnePass?'",SocialMedia,0,3,Neutral,Commerical Skip
03-09-2017,"b'#SkipMode, and #QuickMode, and OnePass, oh my! The Roamio OTA is a horse of a different color:\xe2\x80\xa6 https://t.co/Z26HfxQMLG'",SocialMedia,0,3,Neutral,Commerical Skip
03-03-2017,"b""@DrKoob Sorry you're having issues with SkipMode DrKoob. Please provide feedback here: https://t.co/04DBHTpi0a so we can look into this.""",SocialMedia,-0.5,2,Negative,Commerical Skip
23-02-2017 18:14,b'Sick of extra-long and torturous commercial breaks? #SkipMode has your back: https://t.co/M0hwIHGApw',SocialMedia,-0.238095238,2,Negative,Commerical Skip
15-02-2017 15:45,"b""@Unknownfear SkipMode isn't available on all channels/shows at this time. We're working on adding more shows &amp; channels for your convenience""",SocialMedia,0.45,4,Positive,Commerical Skip
15-02-2017 02:30,b'#SkipMode is music to our commercial break-hating ears. See how it works: https://t.co/q6BdlnRBzu',SocialMedia,0,3,Neutral,Commerical Skip
02-08-2017,b'@hmelman Hey hmelman. That should be on a channel that receives SkipMode. Is there any change if you delete the recording and retrieve it?',SocialMedia,0,3,Neutral,Commerical Skip
30-01-2017 18:15,"b""We can't skip over these cold winter days, but skipping over annoying commercial breaks is right up our alley! https://t.co/Y2BEDpPXRP""",SocialMedia,-0.260714286,2,Negative,Commerical Skip
17-01-2017 22:38,"b'Ready, aim, #SkipMode! Skip entire commercial breaks with the touch of button: https://t.co/i0Qwdf2tel'",SocialMedia,0.083333333,3,Neutral,Commerical Skip
16-01-2017 16:53,b'@TheZetye On this screen select Advance and Replay buttons. You can select between the 30 second scan and skipping to the next tick. (2/2)',SocialMedia,0,3,Neutral,Commerical Skip
01-11-2017,"b'@Rmz9D Hey danieli\xc3\xb1o. Yes, TiVo and the SkipMode feature are compatible with Cox Communications!'",SocialMedia,0,3,Neutral,Commerical Skip
01-11-2017,"b'With #SkipMode, you can skip entire commercial breaks at the push of a button. Get the 411: https://t.co/jiFVCl8EIE'",SocialMedia,0,3,Neutral,Commerical Skip
01-05-2017,"b'Give up commercial breaks for your New Year\xe2\x80\x99s resolution? Us, too. How #SkipMode can help: https://t.co/rJsiAvbp5c https://t.co/0vrCpjYXG6'",SocialMedia,0.068181818,3,Neutral,Commerical Skip
29-12-2016 18:33,"b'Get OneSearch, QuickMode and SkipMode in one box, and attach it to any HD antenna. Go with TiVo Roamio OTA.\xe2\x80\xa6 https://t.co/DD3eLyJLPT'",SocialMedia,0,3,Neutral,Commerical Skip
28-12-2016 17:32,b'Primetime TV without commercial break interruption? Sign us up. Learn more about #SkipMode: https://t.co/sFrtRB4VzV',SocialMedia,0.25,4,Positive,Commerical Skip
21-12-2016 19:17,"b'Everyone gets a little impatient around the holidays. Luckily, #SkipMode can make things merry again.\xe2\x80\xa6 https://t.co/UX3euZwhfg'",SocialMedia,-0.018055556,2,Negative,Commerical Skip
14-12-2016 00:08,"b""With #SkipMode, you've got the power. The power to skip commercial breaks with the push of a button:\xe2\x80\xa6 https://t.co/XUPY2bH7kd""",SocialMedia,0,3,Neutral,Commerical Skip
12-08-2016,b'Which holiday happening would you most like to use #SkipMode on?',SocialMedia,0.5,5,Very Positive,Commerical Skip
12-06-2016,"b""With 150 HD hours of recording capacity, SkipMode and QuickMode, Roamio OTA is an antenna user's dream.\xe2\x80\xa6 https://t.co/jM1al25mn9""",SocialMedia,0,3,Neutral,Commerical Skip
12-02-2016,"b""We can't help you skip the holiday shopping lines, but we can help you skip commercial breaks:\xe2\x80\xa6 https://t.co/jvZcVAlw5T""",SocialMedia,0,3,Neutral,Commerical Skip
15-11-2016 22:16,b'Do you know what channels the #SkipMode feature works on? Find out here: https://t.co/PvO2psuJSg',SocialMedia,0,3,Neutral,Commerical Skip
11-03-2016,b'Think skipping entire commercial breaks at the press of a button is too good to be true? Meet #SkipMode: https://t.co/XgyFiV6dl8',SocialMedia,0.2625,4,Positive,Commerical Skip
25-10-2016 18:08,"b'You can skip if you want to, you can leave commercial breaks behind. Watch #SkipMode in action: https://t.co/cRxcjio8bD #NameThatSong'",SocialMedia,-0.1,2,Negative,Commerical Skip
24-10-2016 19:15,b'TV viewers are #BingeWatching the #election\xe2\x80\x94and skipping perennial powerhouses like primetime sports:\xe2\x80\xa6 https://t.co/Rro0yMUNLp',SocialMedia,0,3,Neutral,Commerical Skip
19-10-2016 21:21,b'Not sure what to be for Halloween? Be the ultimate TV superhero in a #SkipMode costume! https://t.co/uj0GPp6K4O https://t.co/AipRLk6VLP',SocialMedia,-0.125,2,Negative,Commerical Skip
18-10-2016 18:30,"b'Free yourself from TV bills. With 1 TB of storage, SkipMode &amp; QuickMode, TiVo Roamio OTA is a penny-pinchers dream. https://t.co/mOmpBcwrDq'",SocialMedia,0.4,4,Positive,Commerical Skip
13-10-2016 23:51,"b'@nevertrumpd Please let us know if after doing this, if the ""Skip"" icon returns next to the episode. (2/2)'",SocialMedia,0,3,Neutral,Commerical Skip
13-10-2016 23:38,b'@nevertrumpd Hi A Patel! Was SkipMode available on previous episodes? What troubleshooting steps have you completed so far? Thanks!',SocialMedia,0.145833333,3,Neutral,Commerical Skip
13-10-2016 17:11,"b'@kathleenoneil The SkipMode button is our favorite, too. https://t.co/pbowpQzvhj'",SocialMedia,0.5,5,Very Positive,Commerical Skip
10-07-2016,"b'What channels does #SkipMode work on, you ask? Take a gander here to get the deets: https://t.co/p9iA2Xp9fX'",SocialMedia,0,3,Neutral,Commerical Skip
10-01-2016,"b""@toni_ford Fantastic! We're glad to hear SkipMode is working for you again!""",SocialMedia,0.5625,5,Very Positive,Commerical Skip
30-09-2016 17:05,"b'@toni_ford Hey Toni! Sorry you\xe2\x80\x99re having trouble with your SkipMode - @TiVoSupport can provide assistance, feel free to reach out for help!'",SocialMedia,-0.066666667,2,Negative,Commerical Skip
27-09-2016 17:00,"b'@doublejskid Any change after Powercycling? If not, try deleting on that should have skip and retrieve it from the Recently Deleted.'",SocialMedia,0,3,Neutral,Commerical Skip
20-09-2016 23:45,"b'SkipMode and QuickMode and OneSearch, oh my! The Roamio OTA is a horse of a different color: https://t.co/usN7QQpLhu'",SocialMedia,0,3,Neutral,Commerical Skip
19-09-2016 22:33,b'#SkipMode is ready for its closeup. Get the scoop on how you can skip commercial breaks with the push of a button: https://t.co/ZjhryIXqKk',SocialMedia,0.1,3,Neutral,Commerical Skip
15-09-2016 22:00,b'Have 15 seconds to spare? Get the scoop on #SkipMode: https://t.co/D1CgFUNCmG https://t.co/wWc1OfGnyb',SocialMedia,0,3,Neutral,Commerical Skip
09-09-2016,"b""What's better than your favorite shows? Your favorite shows without commercial breaks. #SkipMode makes it happen: https://t.co/ZjhryIXqKk""",SocialMedia,0.375,4,Positive,Commerical Skip
09-01-2016,b'Don\xe2\x80\x99t let fun get interrupted this #summer. Jump straight to the good stuff with #SkipMode: https://t.co/wEyLwmGF4K https://t.co/y58RuEyDys',SocialMedia,0.4,4,Positive,Commerical Skip
09-01-2016,"b'@Bismo Delete a recording, wait about a minute &amp; recover from Recently Deleted.  This usually restores Skip icon.'",SocialMedia,-0.125,2,Negative,Commerical Skip
09-01-2016,"b'@Bunchee032 Delete a recording, wait about a minute &amp; recover from Recently Deleted.  This usually restores Skip icon.'",SocialMedia,-0.125,2,Negative,Commerical Skip
09-01-2016,"b'@Pluckyhd If you delete the program, wait about a minute, then recover it from the Recently Deleted folder, the Skip icon should return.'",SocialMedia,0,3,Neutral,Commerical Skip
31-08-2016 20:00,b'One button to skip them all. See why #SkipMode is the smoothest way to watch TV: https://t.co/TYgAOUy9Yp',SocialMedia,0,3,Neutral,Commerical Skip
27-08-2016 16:21,b'@HappilyMauid 11:30 AM is definitely outside the normal SkipMode timeframe (4 PM to midnight EST) is all....',SocialMedia,0.075,3,Neutral,Commerical Skip
27-08-2016 15:22,"b""@HappilyMauid Usually at that time it wouldn't have Skip at all - does it rerun during the evening perhaps?""",SocialMedia,-0.25,2,Negative,Commerical Skip
19-08-2016 22:31,"b""A handy how-to for #SkipMode, so your weekend isn't wasted on commercials: https://t.co/fDdvKrmj6F""",SocialMedia,0.2,3,Neutral,Commerical Skip
08-12-2016,"b'@psychtoengine SkipMode is available on the 20 most-watched networks, for shows that appear during most common recording hours: 4pm-midnight'",SocialMedia,0.2,3,Neutral,Commerical Skip
08-12-2016,b'Which channels allow you to #SkipMode? Ask and you shall receive: https://t.co/SDQRwX5U7u',SocialMedia,0,3,Neutral,Commerical Skip
08-08-2016,b'@bradconrad10 Hey! @TiVoSupport should be able to provide some assistance re: SkipMode. Thanks!',SocialMedia,0.375,4,Positive,Commerical Skip
08-06-2016,b'Missing the mark when you fast-forward through ads? Use #SkipMode when you #RecordRio: https://t.co/QylBQ3cCT6 https://t.co/2R3tZXrXvy',SocialMedia,-0.2,2,Negative,Commerical Skip
08-04-2016,"b'When vacation is all you ever wanted, #SkipMode gets you past the boring stuff. https://t.co/DnMtQcuISg'",SocialMedia,-0.625,1,Very Negative,Commerical Skip
08-03-2016,b'@natalielanae Skipping past those commercials like: https://t.co/NasmvoOsjq',SocialMedia,-0.25,2,Negative,Commerical Skip
22-07-2016 00:14,"b""Dreaming of superpowers at #Comicon? Get 'em IRL with #SkipMode! #SDCC https://t.co/GTwivA2bzQ""",SocialMedia,0,3,Neutral,Commerical Skip
18-07-2016 23:50,"b""Commercial breaks? We don't need no stinkin' commercial breaks. The power of #SkipMode: https://t.co/YluCDgOtjJ""",SocialMedia,0,3,Neutral,Commerical Skip
07-12-2016,"b""Need a helpful #TuesdayTip? Here's how to activate #SkipMode: https://t.co/ZjhryIXqKk""",SocialMedia,0,3,Neutral,Commerical Skip
07-05-2016,b'Which insurance mascot commercial do you most want to #SkipMode?',SocialMedia,0.25,4,Positive,Commerical Skip
07-04-2016,"b""America is built on freedom \xe2\x80\x94 that's why we invented #SkipMode. Happy #4thofJuly! https://t.co/uZswWSt9V4""",SocialMedia,1,5,Very Positive,Commerical Skip
28-06-2016 19:30,"b""Skip commercial breaks, without breaking a sweat. With #SkipMode it's as simple as pushing a button: https://t.co/PhuwAiKRIe""",SocialMedia,0,3,Neutral,Commerical Skip
24-06-2016 19:30,b'@simonivanov Bringing in @TiVoSupport to answer questions around #SkipMode. Which shows in particular?',SocialMedia,0.166666667,3,Neutral,Commerical Skip
16-06-2016 22:12,"b'Nothing should come between you &amp; the shows you love, except maybe a trip to the fridge. See #SkipMode in 60 secs: https://t.co/YluCDgOtjJ'",SocialMedia,0.5,5,Very Positive,Commerical Skip
15-06-2016 00:21,b'Food can\xe2\x80\x99t wait. Neither can your entertainment. Live life in #SkipMode. https://t.co/wEqEOWBXYH',SocialMedia,0.136363636,3,Neutral,Commerical Skip
06-09-2016,b'Have you fantasized of skipping commercial breaks with the touch of a button? Learn how SkipMode makes it a reality: https://t.co/ZjhryIXqKk',SocialMedia,0,3,Neutral,Commerical Skip
31-05-2016 16:02,"b'@batshitcrazy_8 For starters, BOLT offers new features like SkipMode (to skip entire commercials) &amp; QuickMode. Happy to expand via DM!'",SocialMedia,0.309090909,4,Positive,Commerical Skip
31-05-2016 00:30,"b""You don't need a DeLorean to skip time, all you need is #SkipMode: https://t.co/FQ4WszUFir""",SocialMedia,0,3,Neutral,Commerical Skip
05-06-2016,"b'Easy, breezy, beautiful #SkipMode. Skip entire commercial breaks and resume watching your shows instantly: https://t.co/rNOjB2QTfT'",SocialMedia,0.256666667,4,Positive,Commerical Skip
05-04-2016,"b'""It\'s Always Sunny in Philadelphia"" had #Flipadelphia, we have Skipadelphia: https://t.co/hGIVtpAZM9'",SocialMedia,0,3,Neutral,Commerical Skip
05-04-2016,"b""@briannewcomb Enjoy the power of #SkipMode, Brian! Glad you're lovin' it.""",SocialMedia,0.5,5,Very Positive,Commerical Skip
05-04-2016,"b""@joncampling Have you tried #SkipMode yet? Also, if you're experiencing any issues, @TiVoSupport is always here to help.""",SocialMedia,0,3,Neutral,Commerical Skip
05-04-2016,b'Looking to jump commercial breaks at light speed? Use SkipMode. #MayThe4thBeWithYou #StarWarsDay https://t.co/IElLP0SdmO',SocialMedia,0.2,3,Neutral,Commerical Skip
29-04-2016 21:32,b'Mitch-a-Palooza? More like Skip-a-Palooza. https://t.co/SU0wOyk4yy',SocialMedia,0.5,5,Very Positive,Commerical Skip
28-04-2016 02:02,b'Which one of these daily tasks would you want to use #SkipMode on?',SocialMedia,0,3,Neutral,Commerical Skip
26-04-2016 01:10,"b'One button to skip them all. Say ""goodbye"" to commercials and ""hello"" to smoother viewing. https://t.co/D7vrHxkKVF'",SocialMedia,0,3,Neutral,Commerical Skip
