Date,text,DataScource,Polarity,SentimentScore,Sentiment,Feature
20-04-2017,"Hi Rose, I have about 75% free space on my hard drive. \xc2\xa0I have about 15 series links. Apparently the last time we had any suggestions recorded my wife looked through them and decided she didn't want any of them. Instead of deleting them one at a time she pressed 'clear' on the Suggestions tab and got rid of them all together. I don't think it's recorded any since.",TechReviews,0.143055556,3,Neutral,APPS
20-04-2017,"I have reset the box, switched suggestions off and on, cleared my thumbs and redid them.... everything I can think of but nothing. The box is just refusing to record any suggestions.\xc2\xa0",TechReviews,0,3,Neutral,APPS
20-04-2017,"I have exactly the same issue. Although most of the time I delete the suggestions, occasionally it hits on a classic that I want to watch. We have had 3 programmes sitting in the suggestions box for about 3 weeks now and nothing new. Out of what, 100 chanels, is there really nothing to suggest. There is certainly a problem somewhere that is not feeding info down the line. Everything else works finemail and I have also checked that all the settings are set correctly. Any way. Anyone with any ideas as I can see I am not the only one.\xc2\xa0",TechReviews,0.131176046,3,Neutral,APPS
20-04-2017," limited amount of space is available to store programs. When the space is full, the oldest programs are deleted to make space for the newer ones; programs that users flag to not be deleted are kept and TiVo Suggestions are always lowest priority. The recording capacity of a TiVo HD DVR can be expanded with an external hard drive, which can add 65 additional hours of HD recording space or up to 600 hours of standard definition video recording capacity.",TechReviews,0.064484127,3,Neutral,APPS
20-04-2017," technical issue caused TiVo Suggestions to stop recording for S1 UK TiVo customers in late September 2008, but this was fixed in late January 2009.",TechReviews,-0.125,2,Negative,APPS
20-04-2017,"iVo has three levels of data collection. By default, the user is in ""opt-out"" status, where all usage data is aggregated by ZIP Code, and individual viewing habits are not tracked. Certain optional features and promotions require the user to opt in, and individual information is then collected for targeted show suggestions or advertising. Users can request that TiVo block the collection of anonymous viewing information and diagnostic information from their TiVo DVR.",TechReviews,0.071428571,3,Neutral,APPS
20-04-2017,lso try deselecting the High Definition channels from your TiVO channel list AND have TiVO suggestions turned off.,TechReviews,0.16,3,Neutral,APPS
20-04-2017,these two suggestions have worked for most of our tivo community members in the past,TechReviews,0.125,3,Neutral,APPS
20-04-2017,"BTW, recording TiVo suggestions is not a problem.\xc2\xa0 If anything, it helps prevent the STB from going into standby mode.\xc2\xa0 In fact a solution that someone from TiVo suggested was to schedule 5 minute recordings to happen periodically in order to prevent standby mode.\xc2\xa0 I don't see how that can have anything to do with problems I'm experiencing.",TechReviews,0,3,Neutral,APPS
20-04-2017,"Keep in mind the suggestions above do work for other TivO users.,",TechReviews,-0.0625,2,Negative,APPS
20-04-2017,"\n\n\n\n\n\n\t\t\t\t\tIs there a way to review your suggestions thumbs ratings in the new UI? Previously with my Roamio, I would add Suggestions to My Show options and then I would have a link to click and review. That seems to be no longer the case with the new UI in 20.7.2.\n\t\t\t\t\t",TechReviews,0.035353535,3,Neutral,APPS
20-04-2017,"Is there a way to review your suggestions thumbs ratings in the new UI? Previously with my Roamio, I would add Suggestions to My Show options and then I would have a link to click and review. That seems to be no longer the case with the new UI.",TechReviews,0.035353535,3,Neutral,APPS
20-04-2017,How do I review and edit Thumb Ratings or see a list of my Suggestions?,TechReviews,0,3,Neutral,APPS
20-04-2017,iVo Central > Find Programs > TiVo Suggestions,TechReviews,0,3,Neutral,APPS
20-04-2017,"\n\t\t\t\t\t\n\n\n\n\n\n\n\t\t\t\t\tI really wonder what happened to suggestions. My Roamio used to record 2 or 3 movies every day in suggestions. In the many months since the rovi transition, suggestions has recorded something like 3 movies the entire time.\n\t\t\t\t\t",TechReviews,0.233333333,3,Neutral,APPS
20-04-2017,his DVR works better than any cable box DVR I ever had. Easy to set up and use. Skips through commercials and has great suggestions.,TechReviews,0.577777778,5,Very Positive,APPS
20-04-2017,"fter cutting the cable cord you will need a DVR for over the air TV. I researched 4 different makes and came up with the TIVO Roamio 1TB is it good but not perfect. I have had several pay system DVRs from Comcast, Direct TV and Dish.\r\nThings I liked:\r\nThe feel of the remote, crispness of the buttons\r\nThe LEDs on the box tell you how many tuners are being used at any one time I like this\r\nI love the commercial skip button when it works which it does with about 70% of TV shows.\r\nThings I did not like:\r\nAdvertisements everywhere TIVO calls them suggestions but they are trying to get you to buy something or subscribe to something and there is no way to turn it off. Given this is a subscription service you pay for the guides and to connect to their network it should be free of ads.\r\nThe FF button to skip commercials the skip button does not work on is way to slow 3 levels of speed all of which are much slower then everyone else.\r\nYou cannot set the program to wait for a few minute...",TechReviews,0.05,3,Neutral,APPS
20-04-2017,"In terms of functionality, the remote is nigh-on identical in all other aspects to the current version. The same thumbs up/thumbs down buttons are there \xe2\x80\x93 it is still powered by TiVo after all \xe2\x80\x93 although, to be honest, we've never met anyone who has used the suggestions modes\xc2\xa0for more than the first few days after installation.",TechReviews,0.085493827,3,Neutral,APPS
20-04-2017,"If you\xe2\x80\x99d rather get more personalised recommendations, it\xe2\x80\x99s definitely worth using TiVo\xe2\x80\x99s own native suggestions feature. You can use the thumbs up button, pressing it up to three times, to tell TiVo which shows you like \xe2\x80\x94 and, just as important, the thumbs down button to tell TiVo which shows you don\xe2\x80\x99t like.",TechReviews,0.328888889,4,Positive,APPS
20-04-2017,"One feature TV lovers should get a kick out of is\xc2\xa0TiVo's suggestions. Once you start recording shows, TiVo begins to figure out your tastes\xc2\xa0and records other shows. For instance, once I asked TiVo to record every episode of ",TechReviews,-0.125,2,Negative,APPS
20-04-2017,iscover new movies and shows that you might be interested in with features like the Discovery Bar and TiVo Suggestions.,TechReviews,0.193181818,3,Neutral,APPS
20-04-2017,"utomatic recordings are stored in your Suggestions list; after a couple of days, TiVo had recorded 28 unplanned shows for us, including ",TechReviews,0,3,Neutral,APPS
20-04-2017,Choose a programme to record yourself and the device will come up with further \xe2\x80\x98If you like this\xe2\x80\xa6\xe2\x80\x99 suggestions. ,TechReviews,0,3,Neutral,APPS
20-04-2017," slick-looking feature called What to Watch Now \xe2\x80\x94 which debuted earlier this year in the iOS app \xe2\x80\x94 helps you decide\xe2\x80\xa6well, what to watch now. It lists popular programs, movies, sports and kids\xe2\x80\x99 shows that are currently on broadcast TV; only a smattering of what\xe2\x80\x99s available at any given time is included, but it\xe2\x80\x99s a lot more pleasant than wading through a conventional grid-based channel guide. The shows listed are generic recommendations that are the same for everybody with the same cable service \xe2\x80\x94 the feature would be cooler still if, like the existing TiVo Suggestions auto-recording options, it picked programs based on what it knows about what you like to watch.",TechReviews,0.19004329,3,Neutral,APPS
20-04-2017,"With all of that said, it\xe2\x80\x99s hard to find fault in the overall TiVo Bolt experience. Moving around the software was simple and I didn\xe2\x80\x99t succumb to any annoying glitches. The device was able to render the features quickly, its 4K support is a welcome addition, and TiVo\xe2\x80\x99s own features, such as suggestions and wish list, are still among my favourite for finding new shows. ",TechReviews,0.12780303,3,Neutral,APPS
20-04-2017,\n                Twitch chases YouTube with improved upload options\n              ,TechReviews,0,3,Neutral,APPS
20-04-2017,Watch YouTube\xe2\x84\xa2 web videos right on your TV.,TechReviews,0.285714286,4,Positive,APPS
20-04-2017,\nI think many people just give up on YouTube w/Tivo and use a different streaming device.\n\t\t\t\t\t,TechReviews,0.25,4,Positive,APPS
20-04-2017,\n\t\t\t\t\t\n\n\n\n\n\n\n\t\t\t\t\tMy Bolt will play YouTube until the inserted commercial.  It almost never recovers after that.  If I jump ahead it will sometime buffer again and resume playing.  The Mini's work fine.  For extended youtube viewing I've returned to my pre-TiVo media device.\n\t\t\t\t\t,TechReviews,0.208333333,3,Neutral,APPS
20-04-2017,"\n\t\t\t\t\t\n\n\n\n\n\n\n\t\t\t\t\tThere are definitely issues with the Tivo YouTube app. I also get the 'Loading' message, and often (maybe every time) after this recovers, the video starts in the middle and won't let me go back to the beginning, and also the timer/location tracker will get stuck where it's at and not advance with the video. Fortunately I have a smart tv with a great YouTube app that I can fall back on but I'd rather not have to. The main selling point of the Tivo to me was never needing to touch a second remote.\n\t\t\t\t\t",TechReviews,0.175661376,3,Neutral,APPS
20-04-2017,Uncheck YouTube- From TiVo Central > Settings & Messages > User Preferences > My Video Providers,TechReviews,0,3,Neutral,APPS
20-04-2017,"I keep tabs on cord-cutting as well.  Some of the devices/software solutions you mention are not a bed of roses either.  I have read about many problems.  I had Media Center for 8 years.  I really liked it, but there was always some issue popping up.  That did not go over well with the wife.  The one thing I can say for the Bolt is that it just works.  Uh, with the exception of the youtube app.  ",TechReviews,0.333333333,4,Positive,APPS
20-04-2017,"\n\t\t\t\t\t\n\n\n\n\n\n\n\t\t\t\t\tI read above to do these procedures below to stop the ""loading"" issue on Youtube, but it still does it.  This hasn\'t been a constant issue but it has happened many times in the past, today it\'s happened twice in an hour.  There is really nothing that I know of that fixes the issue.  If I abort the app, then return to Youtube it seems to solve the issue for awhile, say 30 minutes or so.",TechReviews,0.09,3,Neutral,APPS
20-04-2017,"\n Tivo tech was contacted about this a year ago by me but they said it was a Youtube issue, well then that doesn\'t explain why this issue only happens with my TIVO Bolt and no other method when I use Youtube.  I use Youtube a lot, so this ""loading"" issue frustrates me.  Maybe TIVO can use their weight with Google to figure out what the problem is? ",TechReviews,0.03125,3,Neutral,APPS
20-04-2017,\n\t\t\t\t\t\n\n\n\n\n\n\n\t\t\t\t\tAnd why does it only affect some people? Youtube has been solid on my Bolts and Mini Vox.,TechReviews,0,3,Neutral,APPS
20-04-2017,\nAnd those devices achieve the highest connection speeds out of all my devices with youtube. I'll see Youtube connection speeds up to 140Mb/s with my Bolts and Mini Vox.\n\t\t\t\t\t,TechReviews,0,3,Neutral,APPS
20-04-2017,nd why does it only affect some people? Youtube has been solid on my Bolts and Mini Vox.,TechReviews,0,3,Neutral,APPS
20-04-2017,\nAnd those devices achieve the highest connection speeds out of all my devices with youtube. I'll see Youtube connection speeds up to 140Mb/s with my Bolts and Mini Vox.,TechReviews,0,3,Neutral,APPS
20-04-2017,Can you play a Youtube video longer than 25 minutes without it buffering or stopping. I can't on my Bolt but can on every other streaming device I own.\n\t\t\t\t\t,TechReviews,-0.125,2,Negative,APPS
20-04-2017,Can you play a Youtube video longer than 25 minutes without it buffering or stopping. I can't on my Bolt but can on every other streaming device I own.,TechReviews,0.2375,3,Neutral,APPS
20-04-2017,oes Youtube Live TV service work on TiVo?\n\t\t\t\t\t\t\t\t\t\n\t\t\t\t\t\t\t\t\t,TechReviews,0.136363636,3,Neutral,APPS
20-04-2017,"\n\n\n\n\n\n\t\t\t\t\tWell, I just got notified that the new Youtube Live TV service is now offered in my area (Atlanta). They are offering a free month (then $35/month). While it doesn't appear to offer quite as many channels as some of the others (Turner networks are missing), it does have a fairly good selection along with live TV of ALL our local networks (NBC, ABC, Fox and CBS) & a so-called cloud DVR service.",TechReviews,0.226136364,3,Neutral,APPS
20-04-2017,"\nWhile I may give it a try, I was wondering if this service will work with the Youtube interface on my TiVo Roamios? I'm not seeing it mentioned in their devices so am thinking probably not. Just wondering\n\t\t\t\t\t",TechReviews,0,3,Neutral,APPS
20-04-2017,"\n\t\t\t\t\t\n\n\n\n\n\n\n\t\t\t\t\tSorry, no. You Tube TV uses its own app, separate from the main YouTube app. Right now, it's only on mobile devices and the only way to watch it on a TV is via Chromecast.\n\t\t\t\t\t",TechReviews,0.21047619,3,Neutral,APPS
20-04-2017,"\n\t\t\t\t\t\n\n\n\n\n\n\n\t\t\t\t\tWas really excited to begin using TIVO.  Was tired of renting my DVR.  Unfortunately, I really want to cut the cable at the same time and found out Youtube TV does not work on TIVO.  This is a really bummer.  I would pay anything to get away from Comcast!\n\t\t\t\t\t",TechReviews,0.075,3,Neutral,APPS
20-04-2017,\n\t\t\t\t\t\n\n\n\n\n\n\n\t\t\t\t\tYouTube TV is designed to replace your TiVo not be used with your TiVo.\n\t\t\t\t\t,TechReviews,0,3,Neutral,APPS
20-04-2017,"Was really excited to begin using TIVO.  Was tired of renting my DVR.  Unfortunately, I really want to cut the cable at the same time and found out Youtube TV does not work on TIVO.  This is a really bummer.  I would pay anything to get away from Comcast!",TechReviews,0.085,3,Neutral,APPS
20-04-2017,"If you're really interested in YouTube TV, you should do the free trial. Understand that, right now, they don't have a YouTube TV app for any TV-connected devices like Roku, Apple TV, Fire TV, etc. So you would use their app on your Android phone/tablet or iPhone/iPad. Then you could cast whatever you want to watch to your TV if you have a Chromecast or an Apple TV connected to the TV. (To cast to an Apple TV, I think you have to use the YouTube TV app on an iPhone/iPad, but you can cast to a Chromecast from either an Android device or an iPhone/iPad.)",TechReviews,0.311904762,4,Positive,APPS
19-04-2017 15:15,"\nGoogle will give you a free trial (not sure if it's one month or 14 days now). If you keep it and pay the regular price ($35) for another month, they'll give you a free Chromecast for your TV if you don't already have one. So you could just check it out for free on your phone for the trial period (while you do you real TV watching with Comcast) and if you like it, keep YouTube TV and watch it with the free Chromecast they send you.",TechReviews,0.221428571,3,Neutral,APPS
19-04-2017 00:54,"\nI personally would not like using my phone/tablet as the remote control and casting everything from it to the TV but some people (young ones, especially) don't seem to mind that. Meanwhile, Google has said that they will be rolling out a YouTube TV app for at least some TV devices (Roku, etc.) this fall.\n\t\t\t\t\t",TechReviews,-0.06,2,Negative,APPS
17-04-2017 21:47,"\n\t\t\t\t\t\n\n\n\n\n\n\n\t\t\t\t\tMeanwhile, Google has said that they will be rolling out a YouTube TV app for at least some TV devices (Roku, etc.) this fall.[/QUOTE]",TechReviews,-0.3,2,Negative,APPS
15-04-2017,"\nI personally would not like using my phone/tablet as the remote control and casting everything from it to the TV but some people (young ones, especially) don't seem to mind that. Meanwhile, Google has said that they will be rolling out a YouTube TV app for at least some TV devices (Roku, etc.) this fall.",TechReviews,-0.06,2,Negative,APPS
15-04-2017,"\n\t\t\t\t\t\n\n\n\n\n\n\n\t\t\t\t\tI hope you are correct about a Google YouTubeTV app for the Roku. What I cannot understand about my TiVo Roamio is that the regular YouTube app ALLOWS me to cast to the TiVo. However, the YouTubeTV app doesn't see or recognize the TiVo (??????). I just bought a Roamio last month (after the demise of SimpleTV) and I really LOVE it ! However, I live in an area with hills and my OTA reception can be so-so on some stations. I'm trying YouTubeTV to see if I can overcome this reception and to see if their dvr is good for me ... I LOVE to time shift ! I have a 2nd gen. Chromecast for another TV, but would prefer it for my main TV. We'll see ... work in progress ....\n\t\t\t\t\t",TechReviews,0.281628788,4,Positive,APPS
15-04-2017,"I hope you are correct about a Google YouTubeTV app for the Roku. What I cannot understand about my TiVo Roamio is that the regular YouTube app ALLOWS me to cast to the TiVo. However, the YouTubeTV app doesn't see or recognize the TiVo (??????). I just bought a Roamio last month (after the demise of SimpleTV) and I really LOVE it ! However, I live in an area with hills and my OTA reception can be so-so on some stations. I'm trying YouTubeTV to see if I can overcome this reception and to see if their dvr is good for me ... I LOVE to time shift ! I have a 2nd gen. Chromecast for another TV, but would prefer it for my main TV. We'll see ... work in progress ....",TechReviews,0.281628788,4,Positive,APPS
15-04-2017,"Casting doesn't actually send video from your phone/tablet/computer to your TiVo, it sends instructions to start the YouTube app and play a certain video on your TiVo.  So the net effect is you are still limited by the YouTube app on your TiVo.\n\t\t\t\t\t",TechReviews,0.035714286,3,Neutral,APPS
15-04-2017,"\n\t\t\t\t\t\n\n\n\n\n\n\n\t\t\t\t\tRecently, took advantage of a TIVO offer to upgrade my Premier unit(s) to a Bolt. Like most, I am always exploring value based options.  I don't hate Comcast or blame them for wanting to make a profit. They are however, certainly taking advantage of their market position in my area with zero competition.  YouTubeTV represents a disruptive force that stands to change this dynamic.  Accessing YouTubeTV from a TIVO would be far more convenient than dealing with my phone/tablet and a Chromecast device.  Memo to Google and TiVO - work together and add value to your products and services!!\n\t\t\t\t\t",TechReviews,0.085714286,3,Neutral,APPS
15-04-2017,"\n\t\t\t\t\t\n\n\n\n\n\n\n\t\t\t\t\tSo far YouTube tv is gargabe,  there is no 8-10' app on any platform to use with a remote. all point and click\n\t\t\t\t\t",TechReviews,0,3,Neutral,APPS
15-04-2017,"\n\t\t\t\t\t\n\n\n\n\n\n\n\t\t\t\t\tYouTube TV has tweeted that they are currently ""working on perfecting"" native apps for both Android TV (Nvidia Shield TV, Mi Box) and Roku, although they couldn\'t provide an ETA. But they had said some time ago that they expected new apps to arrive this fall, so maybe we\'ll see those platforms supported soon.",TechReviews,0.012121212,3,Neutral,APPS
15-04-2017,YouTube confirms a YouTube TV app for Android TV and Roku are in the works - Pixel Spot,TechReviews,0,3,Neutral,APPS
15-04-2017,"\nGiven Google/YouTube's historically strong support for Apple devices, I would bet they're currently working on an Apple TV app too. Fire TV will probably not be supported, if I had to guess, due to the ongoing estrangement between Google and Amazon. Fire TV doesn't even have an official YouTube app.\n\t\t\t\t\t",TechReviews,0.102777778,3,Neutral,APPS
15-04-2017,Virgin Media \xe2\x80\x93 YouTube TV links with your\xc2\xa0Mobile/Tablet,TechReviews,0,3,Neutral,APPS
15-04-2017,"avid Tenant and Stephen Fry\xc2\xa0are under selling Virgin Media\xe2\x80\x99s Tivo box, at least in the YouTube department.",TechReviews,-0.025,2,Negative,APPS
15-04-2017,hortly after getting our Tivo we had a quick look at the YouTube app and quickly dismissed it as being to clumsy to use with a remote control. After having a play with it\xc2\xa0for a while\xc2\xa0I realised I could not be more wrong. This is the best thing since\xe2\x80\xa6Spanish Tortilla,TechReviews,0.180952381,3,Neutral,APPS
15-04-2017,"On Tivo open the YouTube App ,Go down to \xe2\x80\x9cMy YouTube\xe2\x80\x9d , Go right until get to \xe2\x80\x9cPairing\xe2\x80\x9d. This will give you a Pairing Code and QR Code",TechReviews,0.043386243,3,Neutral,APPS
15-04-2017,"YouTube application \xe2\x80\x93 Open the YouTube app and go to a video, once it starts playing hit your menu key and go to Add YouTube TV, Enter the pairing code displayed on screen and any name of the screen. This is so you can have multiple screens attached and select between them.",TechReviews,0,3,Neutral,APPS
15-04-2017,YouTube Remote \xe2\x80\x93 Download the YouTube Remote app then scan the QR Code and open\xc2\xa0choose to open it with YouTube Remote.,TechReviews,-0.075,2,Negative,APPS
15-04-2017,"Open the internet browser on your device and go to youtube.com/pair , you should get the mobile version which will ask for a Pairing Code and a name.",TechReviews,0,3,Neutral,APPS
15-04-2017,Once you have done that when you go to play a video from the YouTube mobile website you should see a little red screen symbol. When you start the video it should display on the TV rather than your device.,TechReviews,-0.09375,2,Negative,APPS
15-04-2017,"Other apps like Hulu Plus and Spotify are fine \xe2\x80\x94 they\xe2\x80\x99re not great, but they\xe2\x80\x99re perfectly serviceable. Interestingly, TiVo\xe2\x80\x99s making a big bet on HTML5 TV apps; the Roamio actually runs the Opera browser engine. The first HTML5 app is YouTube, which is just Google\xe2\x80\x99s familiar leanback YouTube experience.",TechReviews,0.224074074,3,Neutral,APPS
15-04-2017,"It\xe2\x80\x99s fairly slow \xe2\x80\x94 TiVo\xe2\x80\x99s Denney says ""the reality of HTML5 is that it\xe2\x80\x99s not built for performance"" \xe2\x80\x94 but it works, and it supports Google Cast from the YouTube app on smartphones and tablets, which means you can send videos from your phone or tablet to the Roamio by clicking one button. It takes a second, but it works \xe2\x80\x94 and you don\xe2\x80\x99t have to switch inputs or launch an app to make it happen. It\xe2\x80\x99s not perfect, but the Roamio is closer to a complete integrated TV solution than anything from Apple, Roku, Microsoft, or Google. There are some key apps like HBO Go and Watch ESPN missing, but hey \xe2\x80\x94 you\xe2\x80\x99ve got cable. You can just record those channels.",TechReviews,-0.15,2,Negative,APPS
15-04-2017,YouTube is testing its own version of Stories,TechReviews,0.6,5,Very Positive,APPS
15-04-2017,YouTube\xe2\x80\x99s Community social feature set to expand to more creators,TechReviews,0.266666667,4,Positive,APPS
15-04-2017,"Virgin Media adds YouTube to channel listing, sits between CBS Drama and Yesterday",TechReviews,0,3,Neutral,APPS
15-04-2017,Virgin Media has given its YouTube app on the company's TiVo box its own channel. Go to channel 198 now and you'll get a portal to zip straight through to YouTube without having to hunt it down in the app section of the menu system.,TechReviews,0.214814815,3,Neutral,APPS
15-04-2017,"The distinction between different types of entertainment - from channel schedules to On Demand TV, from linear broadcasts to online content - is blurring all the time, says Peter Chapman, associate director of content acquisition at Virgin Media.\xc2\xa0""By giving YouTube a place in our channel listings we\xe2\x80\x99re breaking the mould of the traditional EPG and giving our customers even more choice in how they can watch the great content on our platform.""",TechReviews,0.325,4,Positive,APPS
22-11-2017 23:15,"b'Get your #turkeyday started early with 40 #Thanksgiving themed specials on @netflix! We\'re firing up some ""Friends.\xe2\x80\xa6 https://t.co/xPsuCtbiBY'",SocialMedia,0.125,3,Neutral,APPS
15-11-2017 17:43,"b""@plank10 Sorry to hear this. To make sure that the YouTube app is the only app that's having the issue, have you tr\xe2\x80\xa6 https://t.co/0s3MtZwSLg""",SocialMedia,0,3,Neutral,APPS
14-11-2017 17:38,"b""@plank10 Hello plank10! We're sorry to hear that your having issues with the YouTube app on your TiVo. We'd like to\xe2\x80\xa6 https://t.co/0D0bWZpqZU""",SocialMedia,-0.5,2,Negative,APPS
11-10-2017,b'@c_kupec Is there an error message or error code? Have you tried checking the other apps like YouTube and Amazon if\xe2\x80\xa6 https://t.co/lb3EHegwMq',SocialMedia,-0.125,2,Negative,APPS
11-09-2017,b'YouTube viewing on #TV is up 70% from last year. What does that mean for the TV industry? https://t.co/OUmJqvJR3i',SocialMedia,-0.15625,2,Negative,APPS
25-10-2017 21:23,"b'@MDsportsdoc Hello Robert! Unfortunately, YoutubeTV is not compatible with TiVo.'",SocialMedia,-0.5,2,Negative,APPS
28-09-2017 13:29,"b'RT @cleeng: Against conventional wisdom, consumers are subscribing to more premium channels, despite Netflix, AZN, Apple. Great report @tiv\xe2\x80\xa6'",SocialMedia,0.385714286,4,Positive,APPS
17-08-2017 19:45,"b""Which Netflix show cost the most \xf0\x9f\x92\xb0\xf0\x9f\x92\xb0\xf0\x9f\x92\xb0? Let's see if you can get it right! https://t.co/Fys60pAA6t""",SocialMedia,0.428571429,4,Positive,APPS
16-08-2017 21:59,"b'@haemaker *a connection to the host. After that, add the YouTube app again then force a connection one more time on\xe2\x80\xa6 https://t.co/YzstVHS601'",SocialMedia,0.5,5,Very Positive,APPS
16-08-2017 21:58,b'@haemaker Okay try a cold reboot on your mini or unplug it from power. Go to the host DVR then remove YouTube app f\xe2\x80\xa6 https://t.co/4NMafxpzKY',SocialMedia,-0.05,2,Negative,APPS
07-07-2017,b'@Marinermoose241 Hi Ryan! Can you DM us the problem with your youtube app on TiVo?',SocialMedia,0,3,Neutral,APPS
06-06-2017,"b""@coachandrew @coachandrew Hi Andrew! As of the moment, TiVo DVR's aren't compatible with YouTubeTV. But you can sug\xe2\x80\xa6 https://t.co/2FhOtrKC0G""",SocialMedia,0,3,Neutral,APPS
06-02-2017,"b""#GenZ loves #YouTube\xe2\x80\x94in fact, 50% of them say they can't live without the platform: https://t.co/chnZoSrWG9.""",SocialMedia,0.136363636,3,Neutral,APPS
23-05-2017 16:02,"b""Run out of #movies on Netflix? Don't worry, one of these shows is bound to be your perfect match. https://t.co/t1Q1SiO9Od""",SocialMedia,1,5,Very Positive,APPS
27-04-2016,"TiVo Bolt dramatically improved my Verizon FiOS TV experience. Love it!!	I am comparing TiVo Bolt with standard Verizon FiOS 320Gb DVR (not new, more expensive Quantum FiOS).Pros:1. I am not paying $28 per month to Verizon for using outdated DVR technology (1 DVR, 1 extra box) - now I am only paying Verizon $5 monthly fee for renting a CableCard in addition to programming fees.2. Amazing picture quality. It certainly seems that my TV signal quality (I have a five year old high-end 1080p Sony Bravia TV) improved dramatically.3. TiVo Bolt is way faster and has a materially better UI than my old FiOS DVR.4. I can record four shows simultaneously at the same time v. two using FiOS boxes. Recording options are way more advanced on TiVo and greatly improve the overall experience.5. Ability to search for your desired content, be it shows, movies or whatever else across all of your services (Amazon Prime, Netflix, Hulu, inter alia) is revolutionary. To that extend, I highly recommend getting a TiVo Slide Pro Remote which has a sensor-activated backlit keyboard and a Search button.6. TiVo Mini works extremely well and has no monthly fees whatsoever7. QuickMode works well but it takes time getting used to.8. The device itself is small, sleek and sexy.9. TiVO recording can be pulled up using Amazon Fire / Amazon Fire Stick allowing kids to watch recorded shows on secondary TVs (however see below)10. I now have three times (3x) more space to play with on my DVR.So-so:1. Skip Mode, which fully skips commercials with a click of a button is incredible when it is available. In my experience, it is available only on ~33% of the shows I",Amazon,0.75,5,Very Positive,APPS
"September 25, 2016","Stop renting your DVR and paying taxes every month. This works great and is fun to use!	We decided to reduce our cable bill has much as possible by buying our own equipment last year. We selected the TiVo Bolt because it was 4K compatible and because the guide and search features across all the platforms we use, Netflix, Amazon Prime, and Hulu, was included. We've had it almost a year and I couldn't be happier. It's very intuitive to use and I love accessing my DVR in the bedroom using my Galaxy and headphones at night with the TiVo app.The ability to skip commercials with many recorded shows and to increase the play back speed without decreasing sound legibility on programs like Antiques Roadshow is a great timesaver (and I don't fall asleep watching slow talking shows as much anymore). Occasionally, the unit will stop functioning, but his is usually after one of our too frequent Florida power outages. After contacting customer service, which was a good experience, I learned to just re-boot, the answer to most of life's electronic problems, and was back on line quickly. After 10 months, the unit paid for itself in DVR rental fees. I pay about $5.00 a month for a cable card, but that's nothing compared to $25.00 plus taxes on a unit that's not nearly as powerful and fun to use at the Bolt.We didn't buy the lifetime service for the guide because I was a bit nervous not knowing how long our box would last. I will probably kick myself if we're paying a guide fee that will start this November for two years, because that's the pay off point. By then, though, I may be tempted to get the latest and greatest new Bolt.",Amazon,0.75,5,Very Positive,APPS
"March 7, 2017","Love Love Love this device	Love Love Love this device.  I can ""cut the chord"" and record (and pre-set recordings) for all HD broadcast shows.  Especially handy during college football and basketball seasons.  Never miss a game (especially since Sling rarely has any games in replay!).  Easy to use user interface.  Easy set up (I mean VERY easy).  I set my entire TIVO box in about 30 minutes including ""cycling"" times and connecting HD OTA antenna.  Great multi-functional remote that takes over TV, live streaming, and OTA broadcast functionality (except if you have Sling which requires ROKU etc).  If you are thinking of cutting the chord and minimize streaming services/costs AND you don't want to wait until Hulu posts a certain show (or doesn't at all like ""Quantico"" that has to record OTA or with a special subscription to a cable company affiliated with ABC!!) then this is a GREAT option to ""cut the chord"" with cable companies and allow you to only subscribe/purchase the minimum streaming services to get exclusive stuff like ESPN and Fox. With the TIVO Bolt, I've cut my cable costs by about 70% --- currently have Sling $20 (for ESPN mainly-- requires a ROKU stick that you can get for free from Sling), HULU w/ Showtime add-on and commercial free option $21, Netflix for certain Netflix only shows $8.  My Amazon Prime membership I have for my purchases includes Amazon video so it's a ""sunk cost"" so I don't really include it as a ""streaming cost"" since I'd have Amazon regardless of what comes with it.  My Internet access for 40mbps is $35/month.  All in all I spend about $84/month for internet and streaming costs.  PLUS with",Amazon,0.75,5,Very Positive,APPS
"April 6, 2016","Let's be honest...	Let's be honest -- TiVo isn't for everyone, but it IS for me and my family.  There are certainly less expensive options, particularly if you're a cord cutter. However, if you are like me, and have wife that watches Discovery ID (or some other cable channel) AND Netflix constantly and has ZERO tolerance for input switching or other ""technical BS"" -- this is the best option.  TiVo just works with everything, and seamlessly integrates cable with online options.  It's also pricey.. but if you're stuck with cable like I am, you may already be paying a stupidly high cable bill.  At that point, just suck it up and buy the stupid thing... you'll be happier for it. Worst part? No doubt about it, its working with your cable company for the cable card, etc.  Again, just suck it up and go for it.  I think you'll be happy you did.They finally got it right with the Bolt.  It did take a while... the Premiere model was slow.  The Roamio was (and is) a great option... but the Bolt fixes what was left. Here's what I liked about it vs. the Roamio: 1) smaller; 2) quieter; 3) 4K (not that it really matters much, yet); 4) gigabit ethernet; 5) 1 year of service included (if you buy before May 2016).  It's not all perfect.. like a lot of technology there are some quirks.  I did have an issue with audio dropouts along with my Sony TV and Sonos Playbar.  I do think it was an issue with the Sony, because when I plugged the optical direct from the TiVo to the Playbar the problem went away... I switch the audio source to PCM on both the TV and the TiVo.  All set.People look at me funny when I tell them I have TiVo... I don't thi",Amazon,0.75,5,Very Positive,APPS
